,Overall Survival (Months)
PPP2R3A,-0.039831729481272234
PPP2R3C,0.01583210410129066
PPP2R4,-0.019434377741054398
PPP2R5A,0.007177557476302949
PPP2R5B,-0.016065356600241158
PPP2R5C,-0.021633166522720033
PPP2R5D,0.04340510061825345
PPP2R5E,-0.09471575568175965
PPP3CA,0.0021793522457233426
PPP3CB,-0.03644174436213803
PPP3CC,0.0540908471012581
PPP3R1,0.058557323752748386
PPP3R2,-0.006715042954044394
PPP4C,0.03957647619372621
PPP4R1L,0.06668397979148931
PPP4R1,-0.029420224935837888
PPP4R2,-0.07210410563043886
PPP4R4,0.0007624170467149432
PPP5C,0.01895945697107743
PPP6C,-0.01308295244458277
DESI2,0.02174820899974325
DESI1,0.006885836867615987
PPRC1,-0.07678150838396897
PPT1,0.07177147702007605
PPT2,-0.07230797669890902
PPTC7,-0.1371174511298806
PPWD1,-0.05468825766857416
PPY2P,0.08753150044523281
NPY4R,0.009076149077413687
PPY,-0.016483999061195954
PQBP1,0.10279191871081564
PQLC1,0.09830145284855107
PQLC2,0.16998846141824658
PQLC3,-0.0013338660139259727
PRAC1,-0.024235863884999535
PRAF2,0.10836808365320227
PRAM1,0.01991923573720896
PRAMEF10,-0.03158061467470388
PRAMEF11,0.039406002185662724
PRAMEF12,0.034944630715896575
PRAMEF14,-0.04285660036155817
PRAMEF16,-0.03138420994396608
PRAMEF17,-0.02347075159667429
PRAMEF1,0.04994005825436493
PRAMEF22,0.0447136311364575
PRAMEF2,-0.025477317752477836
PRAMEF4,0.038148046235281494
PRAMEF5,-0.0026087388370170258
PRAMEF6,-0.003931306352413368
PRAMEF8,0.03234493097670193
PRAMEF9,0.03815325469722451
PRAME,-0.0019194046782652404
PRAP1,-0.003974827126905977
PRB1,0.04829161273160598
PRB3,0.005668493153327025
PRB4,0.11116350425406996
PRC1,-0.049775711436195844
PRCC,-0.011380051219190303
PRCD,0.0026985671341655227
PRCP,0.011574215367109971
PRDM10,-0.11917358960760706
PRDM11,-0.024477371106629005
PRDM12,-0.05434904874829547
PRDM13,-0.043034123100581405
PRDM14,0.023175925895373647
PRDM15,-0.05929658464416953
PRDM16,0.017599541550540682
PRDM1,-0.0439960689975096
PRDM2,0.023583026012796587
PRDM4,-0.10986866606824826
PRDM5,0.019077817942982665
PRDM7,-0.025672243098091775
PRDM8,-0.00525546963215256
PRDM9,-0.042222741579449226
PRDX1,0.12365363699786383
PRDX2,0.0444445742137022
PRDX3,0.04487645786366379
PRDX4,0.04043027901538582
PRDX5,0.10360260535489471
PRDX6,0.07232311332486215
PRORSD1P,0.0658296286114838
PREB,0.08324167651903315
PRELID1,0.04494298323260328
PRELID2,0.0069061507066195795
PRELP,0.01692825269182724
PREPL,0.04052052809144555
PREX1,-0.020712956261788387
PREX2,0.030869214276296308
PRF1,-0.042181390505852616
PRG2,-0.015661920327226457
PRG4,-0.019290384103566677
PRH1,0.06373725397773897
PRH2,0.008863886518425247
URAD,-0.02235587180312959
HELZ2,-0.044187655808679026
PRICKLE1,-0.06487789860482976
PRICKLE2,0.0008651480705339545
PRICKLE3,-0.0017903729199352063
PRICKLE4,0.013889995212052994
PRIM1,-0.035423312326536914
PRIM2,0.020094542879122386
PRIMA1,0.05218258419741529
PRKAA1,-0.04690051045437982
PRKAA2,-0.011250681465344763
PRKAB1,0.014937440218680927
PRKAB2,-0.0962310914469497
PRKACA,0.15652853433507724
PRKACB,0.06350350705274856
PRKACG,0.04800072480540891
PRKAG1,-0.009772003145831655
PRKAG3,-0.036841745535385474
PRKAR1A,-0.038223809137561356
PRKAR1B,-0.06600705835058544
PRKAR2A,-0.026252494837358475
PRKAR2B,0.05814428669340183
PRKCA,-0.11820308659032294
PRKCB,-0.002670489253817179
PRKCDBP,-0.006899366523649457
PRKCD,0.10435467539224262
PRKCE,0.06407633306543871
PRKCG,-0.0472516051832529
PRKCH,0.02969520369086096
PRKCI,-0.06215087131740717
PRKCQ,0.022051401482819852
PRKCSH,0.09884270071396958
PRKCZ,0.1198369728398103
PRKD1,-0.005487288280343284
PRKD2,-0.04782434947039184
PRKD3,0.0393892113639606
PRKDC,-0.10967802730192654
PRKG1,-0.010193388143223786
PRKG2,-0.010910564667583821
PRKRA,0.057473596896460484
PRKRIP1,0.09576516097617183
PRKRIR,-0.009612126287569587
PRKX,-0.02498363858000234
PRLHR,-0.014998082262632974
PRLH,0.08971484590528707
PRLR,-0.060702296972088114
PRL,-0.014525922206972222
PRM1,0.05622604418175948
PRM2,-0.05035164255976686
PRM3,0.005484056129471508
PRMT9,0.03260401787188083
PRMT1,-0.011712179908159358
PRMT2,0.0826204699470441
PRMT3,-0.03097497655130232
PRMT5,-0.00516797293172598
PRMT6,-0.0241356606405892
PRMT7,0.20165670163415664
PRMT8,0.013893014879181402
PRND,6.638610364543971e-05
PRNP,-0.03382370969186503
PROCA1,0.023175222155136836
PROCR,-0.0638242146252362
PROC,0.0024254877360742216
PRODH2,-0.04043600717111292
PRODH,-0.07364530341836069
PROK1,-0.0007243851175470481
PROK2,-0.023794357343378363
PROKR1,-0.010609342196157494
PROKR2,-0.02717146060249358
PROL1,-0.002305643873203401
PROM1,-0.04133797062271759
PROM2,-0.025246409959409
PROP1,-0.0057609985980592625
PROS1,-0.02197303675164254
PROSC,-0.055343927800248834
PROX1,-0.07095189811114937
PROX2,-0.050970711042047284
PROZ,-0.03353047237112311
PRPF18,-0.01848379398582768
PRPF19,0.0480592637525808
PRPF31,0.04696872688837739
PRPF38A,0.049884661254035456
PRPF38B,-0.07332228146054921
PRPF39,-0.003385720492587243
PRPF3,-0.08955675014069593
PRPF40A,-0.05634534822969486
PRPF40B,0.09384049781594017
PRPF4B,-0.09815449583291445
PRPF4,-0.05944266030216414
PRPF6,0.11086835329920476
PRPF8,-0.014052295548120347
PRPH2,-0.033142542327936765
PRPH,0.02905884640274776
PRPS1L1,0.0028311485617766525
PRPS1,-0.004400875710022436
PRPS2,0.0012658935060153676
PRPSAP1,-0.06084114806122487
PRPSAP2,-0.031747360959536265
PRR11,-0.089602070795115
PRR12,-0.0596324318323976
PRR13,-0.03298613582282449
PRR14,0.07337025566348418
PRR15L,0.012949053264043081
PRR15,0.09488556098441375
PRR16,0.021395177613597896
PRR18,0.03652361192422872
PRR19,-0.027434280133630567
PRR22,0.1275257973826087
PRR23A,-0.013643790035117212
PRR23B,0.02898350867145151
PRR23C,0.011126731061755926
INAFM1,0.045235230741910576
PRR25,-0.03269824814826121
PRR3,0.08422263269153635
PRR4,0.0315438742729466
PRR5L,-0.05279889517365548
PRR5,0.023949908981020302
PRR7,0.040423341034971944
PRRC1,0.029279127616692685
PRRG1,-0.07958111008360859
PRRG2,0.030153524056852725
PRRG3,-0.013002289310790073
PRRG4,-0.048969700458198255
PRRT1,0.03260890786595664
PRRT2,0.007192295268150212
PRRT3,0.15510836025863417
PRRT4,0.0496001878842085
PRRX1,-0.06166135956283651
PRRX2,-0.021583119567439146
PRSS12,0.0072595900384776
PRSS16,0.003684782451469202
PRSS1,-0.05025918907101724
PRSS21,-0.006159070577348781
PRSS22,-0.03874645350779499
PRSS23,-0.024231353343033994
PRSS30P,0.014882210120001887
PRSS33,-0.021505967737006547
PRSS35,-0.05000088802418305
PRSS36,0.016857975920229844
PRSS37,-0.009073388038325957
PRSS38,-0.03683843665354208
PRSS3,-0.06684912133325946
PRSS41,-0.053426664369286954
PRSS42,-0.020327640330815796
PRSS45,0.09669701311990286
PRSS48,-0.046317616151247396
PRSS50,0.026438669424348728
PRSS53,0.014620340725560626
PRSS54,0.23697676595913336
PRSS55,-0.03271013324111023
PRSS8,0.01268801730551361
PRSS57,0.04165356029041676
PRTFDC1,0.009084357362073142
PRTG,0.01147866333718521
PRTN3,-0.07275756824017121
PRUNE2,0.02447997662517797
PRUNE,0.01052717326199248
PRX,0.036398934846535266
PSAPL1,-0.021190198813672994
PSAP,-0.006103114522548876
PSAT1,0.028236688299332048
PSCA,-0.038262338227834994
PSD2,-0.04710125975108748
PSD3,0.0286992329319067
PSD4,0.11812226032480065
PSD,-0.003143446419363607
PSEN1,-0.09372425056988368
PSEN2,-0.0224985674591819
PSENEN,0.030715446333829433
PSG10P,0.013249706893473994
PSG11,0.006591456588923462
PSG1,0.003659590818662579
PSG2,0.007860473978741407
PSG3,0.024555041430710384
PSG4,0.02982566681054694
PSG5,0.015281824395151841
PSG6,0.00860311652080341
PSG7,0.006916086436369074
PSG8,0.0269328625096995
PSG9,0.02634898098041571
PSKH1,0.04649723951736264
PSKH2,0.13454523008933267
PSMA1,0.026743795334806825
PSMA2,-0.03510479620508527
PSMA3,0.017639408599636565
PSMA4,0.006148132432535241
PSMA5,-0.04393011208389852
PSMA6,0.015964331747500088
PSMA7,0.026385973159181064
PSMA8,-0.04084682455263822
PSMB10,0.15410796135908608
PSMB11,-0.035735919000399116
PSMB1,0.03776975297451625
PSMB2,0.07002558105367937
PSMB3,0.06491436780919631
PSMB4,0.028722534577717024
PSMB5,0.02506033419514467
PSMB6,0.060482326872916194
PSMB7,-0.017522431069086828
PSMB8,0.005709616036300611
PSMB9,-0.0055230897943223355
PSMC1,0.03532213625107389
PSMC2,0.009206095872492038
PSMC3IP,0.025206919589310785
PSMC3,0.08882888115924423
PSMC4,-0.018909600751314433
PSMC5,-0.019002464824895458
PSMC6,-0.045184780949436086
PSMD10,0.02532569937274203
PSMD11,-0.050496464809829
PSMD12,-0.06836512958678044
PSMD13,0.04459683194136091
PSMD14,0.014055156289605193
PSMD1,-0.003553577864365404
PSMD2,-0.05224994396964954
PSMD3,0.029804294197124725
PSMD4,0.024381657758465746
PSMD5,-0.014160504041139848
PSMD6,0.05181753287276383
PSMD7,0.08097698067913019
PSMD8,-0.017708649922225973
PSMD9,-0.022827794253240757
PSME1,0.0060298872987392515
PSME2,0.07018995033678312
PSME3,-0.06204331799773304
PSME4,0.06334254536913668
PSMF1,0.053905351612286614
PSMG1,0.0755822343040954
PSMG2,0.0652733229846073
PSMG3,0.09029427110592776
PSMG4,0.025073983637648192
PSORS1C1,-0.03272698960794081
PSORS1C2,0.02952448252348506
PSORS1C3,-0.013684664297780058
PSPC1,0.0037374935512354975
PSPH,-0.01240985946918423
PSPN,-0.04327580523064975
PSRC1,0.024231735033972333
PSTK,0.03214301495168735
PSTPIP1,0.012332527053035518
PSTPIP2,0.03662671626008264
PTAFR,-0.0417144224975938
PTAR1,-0.10687302194370066
PTBP1,-0.06771973394843404
PTBP2,0.05922462113067714
PTCD1,0.030177348702386562
PTCD2,-0.01557732560870062
PTCD3,0.05110096794149598
PTCH1,0.006628654390851082
PTCH2,0.05554711767300476
PTCHD1,-0.049959506149708295
PTCHD2,0.004893809843786689
PTCHD3,-0.05318050544258854
PTCRA,0.027476603933084657
PTDSS1,-0.08465834397857586
PTDSS2,0.04670905364365185
PTENP1,-0.03373366980698745
PTEN,-0.020135835421571314
PTER,-0.10082518285058709
PTF1A,-0.002141623717067501
PTGDR,-0.05399840176100084
PTGDS,0.04279140078271795
PTGER1,-0.009953673928358948
PTGER2,-0.03537961393160067
PTGER3,0.007614427937077935
PTGER4,-0.03734179331211393
PTGES2,0.06325655855734431
PTGES3,-0.030040470010012428
PTGES,-0.07497185847200825
PTGFRN,-0.09779202142446156
PTGFR,0.004440312453946607
PTGIR,-0.005339947056008349
PTGIS,-0.03961529085213399
PTGR1,-0.05133972621839434
PTGR2,-0.026224101297003262
PTGS1,-0.05897591119866416
PTGS2,-0.045944860684534586
PTH1R,0.08555534352371348
PTH2R,-0.04450936021012484
PTH2,-0.04363488962310446
PTHLH,-0.055786214378991804
PTH,-0.046333329170505255
PTK2,0.04037281849954646
PTK6,-0.03598753742101859
PTK7,-0.010446171929221862
PTMA,0.07565147941298589
PTMS,0.011087335734778542
PTN,0.05973681774093834
PTOV1,0.025938525715264005
PTP4A1,-0.06932340564152556
PTP4A2,0.023277675561593405
PTP4A3,0.005228453330208821
PTPDC1,-0.05198058893982813
HACD3,-0.02540117160720325
HACD4,0.043194247342912905
HACD1,-0.046283410209829026
PTPMT1,0.11418007868459978
PTPN11,-0.10118199393829876
PTPN12,-0.10883107403473274
PTPN13,-0.058290265945798544
PTPN14,-0.07668605477162292
PTPN18,0.07780820122207643
PTPN1,-0.040385326478808464
PTPN21,-0.04174757011195337
PTPN22,-0.02834234080593282
PTPN23,0.03674349441361899
PTPN2,0.016833345345579242
PTPN3,0.065224596421844
PTPN4,-0.009140188788320023
PTPN5,0.007504698310478961
PTPN6,0.0849464686596847
PTPN7,-0.0029787295739820054
PTPN9,-0.09472826653082968
PTPRA,-0.03282412631474137
PTPRB,0.008513479227238385
PTPRCAP,0.04773209101466082
PTPRC,-0.014956717760908483
PTPRD,-0.01949158436110568
PTPRE,-0.04983979683062631
PTPRF,0.016358756486674952
PTPRG,-0.06045837274650391
PTPRH,-0.11332350871355647
PTPRJ,0.0015963411183784074
PTPRK,-0.12112853594323032
PTPRM,-0.0696375457312268
PTPRN2,0.005101989171399744
PTPRN,-0.01406135761552356
PTPRO,-0.022765095253212023
PTPRQ,-0.03627339165497027
PTPRR,-0.045243261222223205
PTPRS,-0.05352065589698546
PTPRT,0.05812642069419515
PTPRU,0.06819388354740476
PTPRVP,-0.05747733551918082
PTPRZ1,-0.04093286072419867
PTRH1,0.15243090581894317
PTRH2,-0.01975320376879268
PTS,0.020721288419074287
PTTG1IP,-0.049608702426096524
PTTG1,-0.04295281296741358
PTTG2,-0.03324042213304557
PTX3,-0.04388360629330258
PTX4,-0.06458142926703439
PUF60,0.03365953988679173
PUM1,0.02554732241217829
PUM2,-0.002942129412040481
PURA,0.022816259990425067
PURB,-0.05952513249904157
PURG,-0.021668701328010347
PUS10,0.03475169615937743
PUS1,0.011824335700529908
PUS3,0.024239156119926386
PUS7L,-0.09701959705556963
PUS7,-0.03203309928250297
PUSL1,0.11774350193958094
PVALB,-0.00395091314220662
PVRIG,0.033492428637596564
PVRL1,-0.06137486175437535
PVRL2,-0.038188268609076155
PVRL3,-0.07164471454094842
PVRL4,0.015083084191098326
PVR,-0.09586311240186153
PVT1,0.05779622351263893
PWP1,-0.09373891355198825
PWP2,0.01784349006101164
PWRN1,0.005883827431894778
PWRN2,-0.02406978490509819
PWWP2A,0.02668260610673992
PWWP2B,0.019480227834469767
PXDNL,-0.028883610833529274
PXDN,-0.032034211660326176
PXK,0.009196761249790597
PXMP2,0.009094718971291308
PXMP4,0.1032802599697308
PXN,-0.07769820785080239
PXT1,-0.06055611114652563
PYCARD,-0.02243398090237988
PYCR1,0.008564565879516439
PYCR2,0.07036725231609284
PYCRL,0.06308251789632996
PYDC1,-0.025860114744569698
PYDC2,0.021820879616213283
PYGB,-0.03489085111499241
PYGL,-0.07057871905129413
PYGM,0.03880078650930036
PYGO1,-0.004651647009532957
PYGO2,0.010369995673208683
PYHIN1,-0.015363104068091195
PYROXD1,-0.0670558923927806
PYROXD2,0.06442562561051411
PYY2,-0.003048288827870102
PYY,-0.012411784486367197
PZP,0.12923672452209517
LZTS3,0.0491709602065924
QARS,0.062291193576868756
QDPR,0.052333270346863095
QKI,-0.0448312298144281
QPCTL,0.033077821101261055
QPCT,0.014473787116286902
QPRT,0.06171147316323891
QRFPR,-0.034555644035956304
QRFP,-0.05869118889833183
QRICH1,0.007174667569136548
QRICH2,0.00020315353066542276
QRSL1,0.05789985047068554
QSER1,-0.08313150647325122
QSOX1,-0.0037040648408453144
QSOX2,-0.03250422075839242
QTRT1,0.07179803245186976
QTRTD1,-0.028915630515728503
R3HCC1,0.10126162881064059
R3HDM1,-0.06869114079221424
R3HDM2,-0.03960196952994994
R3HDML,-0.033733649033217725
RAB10,-0.04242497464769343
RAB11B,0.02623766584979749
RAB11FIP1,-0.056596435946830316
RAB11FIP2,-0.055561074277624724
RAB11FIP3,0.07991507200673696
RAB11FIP4,0.006671322899853216
RAB11FIP5,-0.05170862426980379
RAB12,0.0664385236212394
RAB13,0.06662676198464411
RAB14,-0.08080513004752778
RAB15,-0.028226635751574143
RAB17,0.13820136178562575
RAB18,-0.015387706778306975
RAB19,-0.044441972381267486
RAB1A,-0.0053013153704257925
RAB1B,0.06704434701232391
RAB20,-0.006258913339141626
RAB21,0.02245051297377676
RAB22A,0.030658010735914874
RAB23,-0.0229163433865981
RAB24,0.08312552098032563
RAB25,0.010187174573037645
RAB26,0.04939909006548456
RAB27A,-0.05597447801442257
RAB27B,-0.13040734261452386
RAB28,0.009004462689435234
RAB2A,-0.019741137641698322
RAB2B,0.040446347558262874
RAB30,0.008282152216620268
RAB31,-0.0179548922405752
RAB32,0.010208103611431527
RAB33A,0.021631262864000786
RAB33B,0.012471489424771585
RAB34,-0.00236170631372457
RAB35,-0.12804359870152612
RAB36,0.09788747497811767
RAB37,-0.0844023507990948
RAB38,0.022586205969882592
RAB39B,0.06710374033690039
RAB39A,-0.022818618416487066
RAB3A,0.059888852335115504
RAB3B,-0.035198438607352084
RAB3C,-0.027965428854063994
RAB3D,0.0415155868979089
RAB3GAP1,0.003285427285526546
RAB3GAP2,-0.10461492058787424
RAB3IL1,0.03725464540889516
RAB3IP,0.09226332009374708
RAB40AL,0.012054272159866663
RAB40A,-0.014157973484565756
RAB40B,0.0625056755931134
RAB40C,0.02254793534589396
RAB41,-0.03470033924969008
RAB42,-0.0417999168038179
RAB43,-0.004855647729913596
RAB4A,0.010410443232953495
RAB4B,0.07204456914154803
RAB5A,0.020359629155046223
RAB5B,0.004186560208606339
RAB5C,-0.03788023417648555
RAB6A,-0.019969186984267633
RAB6B,0.01985991837441237
RAB6C,0.013866376086993197
RAB7A,0.023130345987321606
RAB29,0.01872663113056849
RAB8A,0.06876730818172436
RAB8B,-0.03538539404069784
RAB9A,0.02331106738891306
RAB9B,0.027322581584630388
RABAC1,0.037680373601219015
RABEP1,-0.008692256421452656
RABEP2,0.07700896386767511
RABEPK,-0.016827963506676938
RABGAP1L,0.020692722895849676
RABGAP1,-0.021044487758891523
RABGEF1,0.03313880651580114
RABGGTA,0.062022392520896606
RABGGTB,0.07116785916656822
RABIF,0.00914643282616346
RABL2A,0.05261576319650262
RABL2B,0.06522647158443523
RABL3,-0.05688273669676786
IFT22,0.09869927226517884
RAC1,0.015530177290245998
RAC2,-0.037264682865167376
RAC3,0.04782904031330977
RACGAP1,-0.053578366314923666
RAD17,0.06800432912562783
RAD18,-0.035581837052973464
RAD1,0.03536246066526911
RAD21,0.02836518502754522
RAD23A,0.14470838612228265
RAD23B,-0.10286193819930543
RAD50,-0.028065027434309935
RAD51AP1,-0.022035763893340495
RAD51AP2,-0.0018616931406268574
RAD51C,0.03203756901962607
RAD51B,-0.003418750015258372
RAD51D,-0.069188886208803
RAD51,-0.030565291113863163
RAD52,-0.03707517787744034
RAD54B,-0.03238858466444485
RAD54L2,-0.05602753359725781
RAD54L,0.0314139145882972
RAD9A,0.14480234647834983
RADIL,0.049741161616506574
RAE1,-0.024760056050858605
RAET1E,-0.09040900841613989
RAET1G,-0.07923578291328251
RAET1K,-0.009095302971740719
RAET1L,-0.036996321320834566
RAF1,0.03632518345738216
SLC50A1,0.06303508778032631
RAG1,-0.02006260688378901
RAG2,0.009668837243059177
MOK,0.16005717265924144
RAI14,-0.04831786993793705
RAI1,-0.04288736165084747
RAI2,0.09057523052669486
RALA,-0.005866374889993959
RALBP1,-0.023795894717595367
RALB,-0.03060005207299623
RALGAPA1,0.0037681953121370773
RALGAPA2,-0.042064810511403074
RALGAPB,0.0007484434953972935
RALGDS,0.018084555263736524
RALGPS1,-0.010460866368074865
RALGPS2,-0.15450502221589693
RALYL,-0.03116574775606196
RALY,0.11896521645016683
RAMP1,0.04487161740483258
RAMP2,0.028864357634413917
RAMP3,0.09438068428820037
RANBP10,0.04286494719090646
RANBP17,-0.04862155763118622
RANBP1,-0.021630703729966318
RANBP2,-0.009926386352652193
RANBP3L,0.010166826913190907
RANBP3,0.03796499310328341
RANBP6,-0.0011761675192239174
RANBP9,-0.018427094695338365
RANGAP1,-0.03843097674592241
RANGRF,0.07970271917135342
RAN,-0.06091252068879327
RAP1A,0.0006153080048155427
RAP1B,0.023301709135625896
RAP1GAP2,-0.07902135327376011
RAP1GAP,0.18450328355616066
RAP1GDS1,0.012631255272633472
RAP2A,-0.030490724692756214
RAP2B,-0.07705056437620013
RAP2C,-0.05653259785467396
RAPGEF1,-0.013031558332656677
RAPGEF2,-0.03157219156323024
RAPGEF3,0.02835665297613204
RAPGEF4,0.0025160465179839115
RAPGEF5,-0.04413958136479093
RAPGEF6,-0.05032131058640041
RAPGEFL1,0.058321378156251165
RAPH1,-0.03356794325547551
RAPSN,0.03400074939597017
RARA,0.05230632954775048
RARB,-0.00685909272983295
RARG,-0.06101254809785352
RARRES1,-0.017202280936935696
RARRES2,0.03704628497701844
RARRES3,0.1019996045299345
RARS2,0.003779315819571887
RARS,0.0146064490301899
RASA1,-0.06945667785063937
RASA2,-0.13334064097549875
RASA3,-0.05595701464629905
RASA4CP,-0.026827680047386386
RASA4,-0.005669701352399461
RASAL1,-0.06783757979292011
RASAL2,-0.12706429923127543
RASAL3,-0.00033122840493210074
RASD1,0.033321510936195
RASD2,-0.002241982159975255
RASEF,-0.05802920998368816
RASGEF1A,-0.0668909092075775
RASGEF1B,0.024768605647926323
RASGEF1C,0.010231618953841556
RASGRF1,-0.01064545722759719
RASGRF2,-0.03751111008633233
RASGRP1,-0.11972777188346947
RASGRP2,-0.0014885257951978124
RASGRP3,-0.06009321789140718
RASGRP4,-0.011621462768388142
RASIP1,0.03311086492749899
RASL10A,0.11931786373721806
RASL10B,0.032474325939098256
RASL11A,0.005282818452231634
RASL12,0.03370840434043391
RASSF1,-0.03197640542558516
RASSF2,-0.009614945203916342
RASSF4,-0.01296885332773863
RASSF5,-0.006350886979214005
RASSF6,-0.06038957384530266
RASSF7,-0.04459027829783441
RASSF8,-0.10080188215008419
RASSF9,-0.09074721618344433
RAVER2,-0.04949491107636548
RAX2,-0.025810036490732127
RAX,0.015569543408503337
RB1,0.010994583407926415
RBAK,-0.027698127013520493
RBBP4,0.055643099738351534
RBBP5,-0.09110208060665315
RBBP6,-0.029169806946135066
RBBP7,0.015558783236169446
RBBP8,0.01206390421332233
RBBP9,0.06555322241024858
RBCK1,-0.012246046831307795
RBKS,0.04548534254620742
RBL1,-0.052875103728659424
RBL2,-0.03327398143018819
RBM10,0.06160438583347502
RBM11,0.06655033599301366
RBM12B,-0.07499384849455315
RBM14,-0.06878157951391381
RBM15B,0.027540056246666618
RBM15,-0.0844351790453655
SCAF8,-0.011924444997431598
RBM17,-0.03191748481245425
RBM18,-0.05424625360165999
RBM19,-0.05448704905783094
RBM20,0.09790453235537738
RBM22,0.022399675770880017
RBM23,0.007811616909688307
RBM24,0.029538983018273908
RBM25,-0.08202620082241174
RBM26,-0.029140210547467408
RBM27,-0.05726240187640728
RBM28,0.02627582967016022
RBM33,-0.0937237975947757
RBM34,-0.022779318702070832
RBM38,0.0021077685464416496
RBM39,0.02329859031534319
RBM3,0.022621204569663426
RBM41,-0.12200355171550435
RBM42,0.02450230761830662
RBM43,-0.021949287429880164
RBM44,0.019918326198842408
RBM45,0.0358098829736565
RBM46,0.007418515500660323
RBM47,0.019563540166351083
RBM4B,0.02956768838946272
RBM4,0.008460433731704815
RBM5,-0.0032284090500723918
RBM6,0.020347527104015557
RBM7,-0.05454016515405425
RBM8A,-0.08813891705243761
RBFOX2,-0.09716744060152771
RBMS1,-0.06791491009887889
RBMS2,-0.024918066017195612
RBMS3,0.05125543466189267
RBMX2,0.05312148638687556
RBMXL1,0.040477259490982194
RBMXL2,-0.021168240941774184
RBMXL3,0.02016081608140621
RBMX,-0.04540044257073604
RBP1,-0.024340269824770056
RBP2,-0.013648366739165684
RBP3,0.006586713489728108
RBP4,-0.06633145831643843
RBP5,0.06719017098232571
RBP7,0.011344991636024176
RBPJL,0.038993951806772086
RBPJ,0.013850102165319638
RBPMS2,-0.004322690001557017
RBPMS,0.058339049245838395
RBX1,0.04249839244942671
RC3H1,-0.06213698966016616
RC3H2,-0.07865165289379739
RCAN1,0.007503551276931546
RCAN2,-0.0347747009138913
RCAN3,0.020488696145229825
RCBTB1,0.07276568749534419
RCBTB2,0.09010691982098995
RCC1,0.1124176440392175
RCC2,0.05854908506086987
RCCD1,-0.018850410952542723
RCE1,-0.0597536327204541
RCHY1,0.02136326204771763
RCL1,0.007742707416762156
RCN1,-0.05782563250294664
RCN2,-0.009700910403820685
RCN3,0.027134013493411775
RCOR1,-0.12209000740431275
RCOR2,-0.006391852526095187
RCOR3,0.06701786953302774
RCSD1,-0.02769390646374148
RCVRN,-0.02368350407182712
RD3,-0.026909511129842644
NELFE,0.07298651700052136
RDH10,0.0699886052570415
RDH11,0.017050132138606237
RDH12,-0.021153125199035828
RDH13,-0.042459448420061614
RDH14,0.096890908013266
RDH16,-0.03967173676603325
RDH5,-0.0343287425692263
RDH8,0.050073140965794655
RDM1,-0.003653870346694141
RDX,-0.04363994295452138
REC8,0.07597101134331023
RECK,-0.03733261653171822
RECQL4,0.06474751050188463
RECQL5,0.018167517667870572
RECQL,-0.14449893537614275
REEP1,0.03002957809138754
REEP2,0.028066353581083385
REEP3,-0.07290291427560247
REEP4,0.009496068302000747
REEP5,0.06674476519712118
REEP6,-0.001550859396934689
REG1A,-0.015854342562725107
REG1B,-0.031638728862413056
REG1P,-0.02085564867129634
REG3A,-0.023771537959582232
REG3G,-0.0264792424906296
REG4,-0.036619463349826575
RELA,-0.05793095289815983
RELB,-0.07656229969289485
RELL1,-0.03997059563488025
RELL2,0.037069767730468835
RELN,-0.01790518641269254
RELT,-0.042606086862662096
REL,-0.11286016048968134
REM1,0.043722714696121004
REM2,0.050974594071185805
RENBP,0.13311424763411353
REN,0.1953753076316554
REP15,-0.04700161553188804
REPIN1,-0.003339026432182362
REPS1,0.018138646956063858
REPS2,0.01793741504162224
RER1,0.018861352507210646
RERE,0.011127889082482413
RERGL,0.05014241826774734
RERG,-0.017210432082678334
RESP18,0.02517418672630124
REST,-0.0866916363040319
RETNLB,0.01338598037320301
RETN,0.029738199415945986
RETSAT,-0.04597071742447099
RET,-0.010852027796729367
REV1,0.028391731014562147
REV3L,-0.01244722715958281
REXO1L1P,0.0007548788149505357
REXO1,0.0012197383393984316
REXO2,0.030603407354748507
REXO4,-0.05954273664704041
RFC1,0.007304064944474546
RFC2,0.08744860327766113
RFC3,-0.045716807321803346
RFC4,0.014578617279946353
RFC5,-0.04199615320621777
RFESD,0.08501280799281516
RFFL,-0.07119451096353631
RFK,0.0022592735720746546
RFNG,0.06824795607024818
RFPL1S,0.04630046185229677
RFPL1,-0.03948970314859843
RFPL2,-0.04419741595174407
RFPL3S,0.006748592383210009
RFPL3,-0.016865794137149774
RFPL4B,0.013511798466141497
RFT1,-0.017914244462031666
RFTN1,0.0718093399077728
RFTN2,0.08201584705378161
RFWD2,-0.000888639653950603
RFWD3,-0.010988535573611943
RFX1,-0.033435349249664396
RFX2,0.08598443360851553
RFX3,0.051236292709805266
RFX4,-0.01754424065048668
RFX5,-0.013431388518987113
RFX6,-0.027199117526213807
RFX7,-0.0539290435842363
RFX8,-0.018381746631625666
RFXANK,0.20445459265248506
RFXAP,0.04897780252051667
TRMT10C,0.029076344640742477
TRMT10A,-0.03447600985187579
TRMT10B,0.05117392272258167
RGAG1,-0.025451586924010446
RGAG4,0.09506691209177989
RGL1,0.028427496148450564
RGL2,0.06806881877789639
RGL3,0.08363901228465441
RGL4,0.017912298960020386
RGMA,0.015420104106851204
RGMB,0.017095848287904964
ARHGEF28,0.05525258349361494
RGN,0.03799430452643999
RGP1,-0.05387768744123803
RGPD1,-0.019605735170887838
RGPD4,0.0016307630285804086
RGPD5,0.05202791626619451
RGPD8,-0.01880888911525643
RGR,-0.0296243814097832
